"Envio","EstadoBR","Capital","Favela","Bairro","FaixaEtária","Raça","Gênero","Trans","Escolaridade","Abordado","Quantidade","Qtd_+10","Última","Ocorridos","PolicialMesmoGênero","Revistas","Tratamento","Ocorridos2","Sentimentos","Transporte","Racismo","Armas","Motivo","Identificação","Tempo","Tipos","Local","Imagem","Menor18","Casa","Delegacia","NaDelegacia","Conhecidos","Conte"
"2021-05-29 17:42:55","Minas Gerais","Capital","Sim","","35 ou mais","Parda","Masculino","Não","Superior completo","Sim","2 - 4","","< 3 meses","Houve revista pessoal (contato físico entre o policial e você) Houve consulta aos meus documentos Perguntaram para onde eu estava indo (ou vindo) Perguntaram se era eu traficante ou tinha relação com o tráfico","Gênero diferente","Tocaram nas minhas partes íntimas (seios, bumbum, virilha, órgãos genitais)","Ruim","Houve violência psicológica Houve ameaças contra mim","Humilhado Exposto Tendo minha privacidade invadida","a pé","Nunca mencionaram sua raça ou cor","Sempre","Não me informaram o motivo","Sempre","De 5 a 15 minutos","Policia Militar","Mesmos lugares","Nunca","Não","Não","Não","","",""
"2021-05-29 17:33:28","Minas Gerais","Interior ñ Rural","Não","Bairro Renda Baixa","35 ou mais","Preta","Masculino","Não","Superior completo","Não","","","","","","","","","","","","","","","","","","","","","","","Não",""
"2021-05-29 17:01:24","Rio de Janeiro","Capital","Não","Bairro Renda Baixa","35 ou mais","Preta","Masculino","Não","Superior completo","Sim","2 - 4","","> 5 anos","Houve revista pessoal (contato físico entre o policial e você) Houve consulta aos meus documentos","Mesmo gênero","Nenhuma das alternativas anteriores","Ruim","Nenhuma das opções anteriores","Humilhado Com raiva ou ódio Com medo","Transporte público","Nunca mencionaram sua raça ou cor","Mão na arma no coldre","Não me informaram o motivo","Nunca","Até 5 minutos","Policia Civil","Diversos","Nunca","Sim","Sim","Não","","",""
"2021-05-29 16:40:29","Minas Gerais","Interior ñ Rural","Não","Bairro Renda Média","25 - 29 anos","Branca","Masculino","Não","Superior completo","Não","","","","","","","","","","","","","","","","","","","","","","","Não",""
"2021-05-29 16:37:21","Minas Gerais","Reg.Metropolitana","Sim","","25 - 29 anos","Branca","Masculino","Não","Médio completo","Sim","acima de 10","","3 - 6 meses","Houve revista pessoal (contato físico entre o policial e você) Houve consulta aos meus documentos Houve revista no meu celular Houve revista na minha bolsa/mochila Jogaram meus pertences no chão Houve revista no veículo (no carro, na moto, etc.) Perguntaram para onde eu estava indo (ou vindo) Perguntaram se era eu traficante ou tinha relação com o tráfico Tentaram armar uma situação falsa para me incriminar","Mesmo gênero","Tocaram nas minhas partes íntimas (seios, bumbum, virilha, órgãos genitais)","Péssimo","Houve violência física Houve violência psicológica Houve agressão verbal, xingamentos Houve ameaças contra mim Houve ameaça de morte Houve assédio moral","Humilhado Com raiva ou ódio Frustrado ou impotente Revoltado Inseguro Tendo minha privacidade invadida Desrespeitado","moto","Poucas vezes mencionaram sua raça ou cor","Algumas vezes","Me disseram que EU PARECIA SER um suspeito que estavam procurando Me disseram que minha ATITUDE era suspeita Me disseram que estranharam alguém como eu ali naquele local que eu estava Me informaram que estavam me abordando como parte da rotina do trabalho Não me informaram o motivo","Algumas vezes","De 30 a 45 minutos","Policia Militar Policia Civil Grupo Especial (ex: BOPE, GOE, ROTA, ROCAM)","Mesmos lugares","Foto ou vídeo","Sim","Sim","Não","","",""
"2021-05-29 16:32:32","Distrito Federal","Capital","Não","Bairro Renda Média","30 - 34 anos","Preta","Masculino","Não","Superior completo","Sim","7 - 9","","< 3 meses","Houve revista pessoal (contato físico entre o policial e você) Apontar arma, provocar, agredir. Houve consulta aos meus documentos Houve revista na minha bolsa/mochila Jogaram meus pertences no chão Houve revista no veículo (no carro, na moto, etc.) Perguntaram para onde eu estava indo (ou vindo) Perguntaram se era eu traficante ou tinha relação com o tráfico Tentaram armar uma situação falsa para me incriminar","Gênero diferente","Pediram para eu tirar uma ou mais peça de roupa","Péssimo","Houve violência física Houve violência psicológica Houve agressão verbal, xingamentos Houve ameaças contra mim Houve assédio moral","Humilhado Com raiva ou ódio Exposto Frustrado ou impotente Revoltado Inseguro Tendo minha privacidade invadida Com medo Desrespeitado","a pé","Às vezes mencionaram, às vezes não","Sempre","Me disseram que minha ATITUDE era suspeita Me informaram que estavam fazendo uma operação especial e precisavam me abordar Me informaram que estavam me abordando como parte da rotina do trabalho Não me informaram o motivo","Sempre","De 45 minutos a 1 hora","Policia Militar","Diversos","Foto ou vídeo","Sim","Não","Não","","",""
"2021-05-29 16:16:02","Rio Grande do Norte","Capital","Não","Bairro Renda Baixa","Menos de 18 anos","Branca","Feminino","Não","Fundamental incompleto","Não","","","","","","","","","","","","","","","","","","","","","","","Sim",""
"2021-05-29 15:52:34","São Paulo","Reg.Metropolitana","Sim","","25 - 29 anos","Branca","Masculino","Não","Superior completo","Sim","2 - 4","","1 a 5 anos","Houve revista pessoal (contato físico entre o policial e você) Houve consulta aos meus documentos Houve revista no veículo (no carro, na moto, etc.)","Mesmo gênero","Tocaram nas minhas partes íntimas (seios, bumbum, virilha, órgãos genitais)","Ruim","Houve agressão verbal, xingamentos","Humilhado","Transporte público","Nunca mencionaram sua raça ou cor","Mão na arma no coldre","Me disseram que estranharam alguém como eu ali naquele local que eu estava","Uma vez","De 15 a 30 minutos","Policia Militar Policia Civil Guarda Civil Metropolitana/Guarda Municipal","Mesmos lugares","Nunca","Sim","Não","Não","","",""
"2021-05-29 15:43:51","Rio Grande do Sul","Reg.Metropolitana","Não","Bairro Renda Média","18 - 24 anos","Branca","Feminino","Não","Médio incompleto","Sim","2 - 4","","1 a 5 anos","Houve revista na minha bolsa/mochila Houve revista no veículo (no carro, na moto, etc.) Perguntaram para onde eu estava indo (ou vindo)","","","Nem bom nem ruim","Houve agressão verbal, xingamentos","Nenhuma das alternativas anteriores","de carro","Nunca mencionaram sua raça ou cor","Nunca","Me disseram que estranharam alguém como eu ali naquele local que eu estava Me informaram que estavam fazendo uma operação especial e precisavam me abordar Estavam abordando várias pessoas no local (ex: blitz)","Uma vez","De 15 a 30 minutos","Muito variado, prefiro não escolher (não lembro)","Diversos","Nunca","Sim","Não","Não","","",""
"2021-05-29 15:22:41","Pernambuco","Capital","Não","Bairro Renda Alta","35 ou mais","Parda","Feminino","Não","Superior completo","Não","","","","","","","","","","","","","","","","","","","","","","","Não",""
"2021-05-29 15:17:04","Amazonas","Capital","Não","Bairro Renda Média","25 - 29 anos","Parda","Feminino","Não","Superior completo","Não","","","","","","","","","","","","","","","","","","","","","","","Sim",""
"2021-05-29 15:08:17","Rio de Janeiro","Capital","Não","Bairro Renda Baixa","25 - 29 anos","Preta","Feminino","Não","Superior completo","Não","","","","","","","","","","","","","","","","","","","","","","","Sim",""
"2021-05-29 15:08:04","Rio Grande do Sul","Interior ñ Rural","Não","","Menos de 18 anos","Parda","Masculino","Não","Médio incompleto","Não","","","","","","","","","","","","","","","","","","","","","","","Sim","Apenas olhares estranhos de policiais."
"2021-05-29 15:01:52","Pernambuco","Interior ñ Rural","Não","Bairro Renda Média","Menos de 18 anos","Preta","Masculino","Não","Médio incompleto","Não","","","","","","","","","","","","","","","","","","","","","","","Não",""
"2021-05-29 14:47:53","São Paulo","Capital","Não","Bairro Renda Alta","25 - 29 anos","Branca","Feminino","Não","Superior completo","Não","","","","","","","","","","","","","","","","","","","","","","","Sim",""
"2021-05-29 14:46:19","Maranhão","Capital","Não","Bairro Renda Baixa","18 - 24 anos","Branca","Feminino","Não","Superior incompleto","Não","","","","","","","","","","","","","","","","","","","","","","","Não",""
"2021-05-29 14:44:19","Mato Grosso","Capital","Não","Bairro Renda Média","35 ou mais","Preta","Masculino","Não","Superior completo","Sim","2 - 4","","Não lembra","Houve revista pessoal (contato físico entre o policial e você)","Mesmo gênero","Nenhuma das alternativas anteriores","Péssimo","Houve violência psicológica Houve agressão verbal, xingamentos","Humilhado Desrespeitado Aliviado por não ter acontecido algo pior","a pé","Sempre mencionaram sua raça ou cor","Mão na arma no coldre","Não me informaram o motivo","Nunca","De 5 a 15 minutos","Policia Militar","Diversos","Nunca","Não","Não","Não","","",""
"2021-05-29 14:39:07","Goiás","Capital","Não","Bairro Renda Média","18 - 24 anos","Branca","Masculino","Não","Superior incompleto","Sim","Uma vez","","1 a 5 anos","Houve revista pessoal (contato físico entre o policial e você) Houve revista no veículo (no carro, na moto, etc.) Perguntaram para onde eu estava indo (ou vindo)","Mesmo gênero","Nenhuma das alternativas anteriores","Nem bom nem ruim","Nenhuma das opções anteriores","Nenhuma das alternativas anteriores","de carro","Nunca mencionaram sua raça ou cor","Mão na arma no coldre","Me informaram que estavam fazendo uma operação especial e precisavam me abordar","Algumas vezes","Até 5 minutos","Muito variado, prefiro não escolher (não lembro)","Diversos","Nunca","Não","Não","Não","","",""
"2021-05-29 14:28:12","Paraná","Zona Rural","Não","Bairro Renda Média","25 - 29 anos","Parda","Feminino","Não","Superior completo","Sim","2 - 4","","1 a 5 anos","Houve consulta aos meus documentos","","","Nem bom nem ruim","Nenhuma das opções anteriores","Inseguro","de carro","Nunca mencionaram sua raça ou cor","Nunca","Estavam abordando várias pessoas no local (ex: blitz)","Nunca","Até 5 minutos","Policia Militar","Diversos","Nunca","Não","Não","Não","","",""
"2021-05-29 14:15:51","Rio de Janeiro","Capital","Não","Bairro Renda Alta","35 ou mais","Branca","Feminino","Não","Pós-graduação","Não","","","","","","","","","","","","","","","","","","","","","","","Não",""
"2021-05-29 13:58:11","Sergipe","Capital","Não","Bairro Renda Média","35 ou mais","Preta","Feminino","Não","Superior incompleto","Sim","2 - 4","","Não lembra","Só pediram meus documentos ","","","Bom","Nenhuma das opções anteriores","Nenhuma das alternativas anteriores","Transporte público","Nunca mencionaram sua raça ou cor","Mão na arma no coldre","Me informaram que estavam fazendo uma operação especial e precisavam me abordar Me informaram que estavam me abordando como parte da rotina do trabalho","Nunca","Até 5 minutos","Policia Militar","Diversos","Nunca","Não","Não","Não","","",""
"2021-05-29 13:57:07","Minas Gerais","Capital","Não","Bairro Renda Média","30 - 34 anos","Parda","Masculino","Não","Superior incompleto","Sim","2 - 4","","1 a 5 anos","Houve revista pessoal (contato físico entre o policial e você) Houve consulta aos meus documentos Houve revista na minha bolsa/mochila Houve revista no veículo (no carro, na moto, etc.) Perguntaram para onde eu estava indo (ou vindo) Perguntaram se era eu traficante ou tinha relação com o tráfico","Mesmo gênero","Nenhuma das alternativas anteriores","Ruim","Houve agressão verbal, xingamentos","Exposto Frustrado ou impotente","a pé","Nunca mencionaram sua raça ou cor","Mão na arma no coldre","Me disseram que minha ATITUDE era suspeita Me informaram que estavam me abordando como parte da rotina do trabalho infração no trânsito flagrado","Nunca","Até 5 minutos","Policia Militar","Diversos","Nunca","Sim","Não","Não","","",""
"2021-05-29 13:53:36","Rondônia","Capital","Não","Bairro Renda Alta","18 - 24 anos","Branca","Gênero fluído","Prefiro não declarar","Fundamental incompleto","Sim","2 - 4","","3 - 6 meses","Houve revista pessoal (contato físico entre o policial e você)","Gênero diferente","Tocaram nas minhas partes íntimas (seios, bumbum, virilha, órgãos genitais)","Ruim","Nenhuma das opções anteriores","Com raiva ou ódio","de carro","Nunca mencionaram sua raça ou cor","Não me lembro","Nenhuma das alternativas anteriores","Nunca","De 5 a 15 minutos","Policia Civil","Diversos","Nunca","Sim","Sim","Sim","Nenhuma das anteriores","",""
"2021-05-29 13:49:06","São Paulo","Capital","Sim","","35 ou mais","Preta","Masculino","Não","Superior completo","Sim","2 - 4","","< 3 meses","Houve revista pessoal (contato físico entre o policial e você) Houve consulta aos meus documentos Houve revista na minha bolsa/mochila Perguntaram para onde eu estava indo (ou vindo)","Mesmo gênero","Tocaram nas minhas partes íntimas (seios, bumbum, virilha, órgãos genitais)","Nem bom nem ruim","Nenhuma das opções anteriores","Exposto Inseguro Tendo minha privacidade invadida Com medo Aliviado por não ter acontecido algo pior","a pé","Nunca mencionaram sua raça ou cor","Mão na arma no coldre","Não me informaram o motivo","Algumas vezes","De 5 a 15 minutos","Policia Militar","Mesmos lugares","Nunca","Sim","Não","Sim","Eu fui levado, prestei esclarecimentos e fui liberado","",""
"2021-05-29 13:43:57","São Paulo","Capital","Não","Bairro Renda Alta","35 ou mais","Preta","Feminino","Não","Superior completo","Sim","Uma vez","","1 a 5 anos","Houve consulta aos meus documentos","","","Nem bom nem ruim","Nenhuma das opções anteriores Não entendi o porque me pararam. Não me explicaram o motivo. Eu estava indo trabalhar num carro zero, que eu tinha acabado de comprar. Até hoje não sei o motivo da abordagem. ","Humilhado Com raiva ou ódio Exposto Frustrado ou impotente Revoltado Inseguro Tendo minha privacidade invadida Com medo Desrespeitado Aliviado por não ter acontecido algo pior","de carro","Nunca mencionaram sua raça ou cor","Nunca","Não me informaram o motivo","Uma vez","Até 5 minutos","Policia Militar","Mesmos lugares","Nunca","Não","Não","Não","","",""
"2021-05-29 13:31:51","Pará","Capital","Sim","","18 - 24 anos","Preta","Feminino","Sim","Superior incompleto","Sim","acima de 10","500","3 - 6 meses","Houve revista pessoal (contato físico entre o policial e você) Houve consulta aos meus documentos Houve revista no meu celular Houve revista na minha bolsa/mochila Jogaram meus pertences no chão Houve revista no veículo (no carro, na moto, etc.) Perguntaram para onde eu estava indo (ou vindo) Perguntaram se era eu traficante ou tinha relação com o tráfico Tentaram armar uma situação falsa para me incriminar Disseram que um dos meus pertences era roubado e não meu","Gênero diferente","Tocaram nas minhas partes íntimas (seios, bumbum, virilha, órgãos genitais) Pediram para eu tirar uma ou mais peça de roupa","Péssimo","Houve violência física Houve violência psicológica Houve agressão verbal, xingamentos Houve ameaças contra mim Houve ameaça de morte Houve assédio sexual Houve assédio moral","Humilhado Com raiva ou ódio Exposto Frustrado ou impotente Revoltado Inseguro Tendo minha privacidade invadida Com medo Desrespeitado","a pé","Sempre mencionaram sua raça ou cor","Sempre","Me disseram que EU PARECIA SER um suspeito que estavam procurando Me disseram que minha ATITUDE era suspeita Me disseram que tinham recebido uma denúncia e precisavam me abordar Me disseram que estranharam alguém como eu ali naquele local que eu estava Me informaram que estavam fazendo uma operação especial e precisavam me abordar Me informaram que estavam me abordando como parte da rotina do trabalho","Sempre","Mais que 1 hora","Policia Militar Policia Civil Policia Rodoviário Federal Guarda Civil Metropolitana/Guarda Municipal Grupo Especial (ex: BOPE, GOE, ROTA, ROCAM) Força Nacional","Mesmos lugares","Foto ou vídeo","Não","Sim","Sim","Fui levado, passei por reconhecimento e liberado em seguida Eu fui levado, prestei esclarecimentos e fui liberado","",""
